,댓글
381,제발 술취해서 행패부리고 사고 치면 가중 처벌좀 하자! 취해도 엄청 맞거나 큰벌을 받으면 그거 버릇 다 고쳐진다.
382,저런 **는 꼭 잡아 주세요🙌
383,어떤환경에서 자라왔을지알것같네요
384,자식에게 안 부끄러울까요?🔥🔥
385,욕먹어도싸네... 인간이길 포기한건가...
386,돌았네!!
387,그래서 잡았어 못잡았어? 감방에 온돌 뜨시게 넣어 드려야지
388,하는 짓거리를 보아서니 눈에 뵈는게 전혀 없는데... 막 살려고 작정을 한게야 아니면 원래 태생이 안하무인과야 ?
389,@ledledlsa @_itz_easy ㅋㅋㅋㅋㅋㄱ1호선 역대급 빌런
390,@quartzonyou 마계행.....
391,@jdh.oh @xxong_m 헬
392,@cho6549 오늘도 1호선은 평화롭습니다
393,@kawoneeee 어메이징1호선
394,@new___jung 어메이징1호선^^
395,@younghwan0807 에휴 ㅋㅋ
396,@kksssh_ ㅁㅊ 주안역에서 도주 ㄷ ㄷ
397,@eunboo12
398,@_jjjjju
399,@95._.621 이거봐바ㅋㅋㅋ
400,@jjung__gg 과연 1호선👏🏻
401,@ssso__zzza 노답1호선 곧또타게되는데 두렵노
402,@_iv.xv_ 멋진 인천 ㅋ
403,@always.i_ 1호선이 이래 자기야 ㅜㅜㅜㅜ
404,@kim.__.ye 인천 1호선이래😡
405,@eon_0628 ㄷ....이래서 내가 신도림 갈때도 1호선을 절대 안타지
406,@1oo.sy 머리가 없나봐
407,꼭 잡아서 혼구녕 내줬으면 좋겠습니다
408,뇌를 분해시켜 분석좀..하는척하다 그냥 뒀으면
409,저런 사람들이 꼭 요즘 애들 싸가지 없다고 한다니까...
410,미쳤나봐.
411,@s2_m180318_s2 ??... 어휴 빨리 코로나가 없어져야지 아마도 뇌에 코로나가 잔뜩끼어서 사회생활 불가능인듯
412,돈도 안내고 타는 노인내들이 개념까지 말아먹으셨네
413,존나 맞자야 정신차리지 저런것들은 개같이 때리는 법을 만들어야해
414,"이런,개같은 넘이있나!!!"
415,와...ㅈㅓ런 쓰레기
416,아오... 콱 그냥💢💢💢💢💢
417,얼굴 모자이크하지마시지. 🤭🤭🤭
418,역시 1호선 닉값하내
419,왜 살고 있니!!!!
420,🍆🍆한다
421,"삶이 많이 버거우셨나 보네,"
422,@
423,헐 ㅜㅜ대박~
424,😂😂
425,외국인인가..?
426,얼굴 모자이크 없애고 내보내줘요
427,나이도 곱게 먹어야지 저러면 노망났다함
428,얼굴이나 공개해버렸음 좋겠네요.
429,.ㄸ.
430,워우...
431,하..
432,ㅋㄲ
433,아...같은 한국말 뱉을줄아는것만으로도 챙피하다 ..
434,갈때없고 이제슬슬 추워지고하니 일부러 저러나?구속되려고?
435,도망을왜가 인생 구질구질하게 사네
436,왜저러지 진짜 요지경세상이다
437,😡😡
438,🔥
439,1호선... 역시👍🏻
440,도대체 저자의 뒷백이 무엇일까...? 뭘 믿고 저 지랄일까...? 뭔가 믿는 구석이 단단히 있는걸 !🤔
441,저러고 살려면 돈이라도 많아야 될텐데...
442,@hyejeong_96_ 역시 1호선..
443,이해안감 왜??저짐승은 벌금에그리처벌이약한건지 모두힘든요즘 그러지들맙시다 당신가족과 아직도고생하는의료진을생각하신다면 하지말라는짓은하지마쇼 내가누나뻘이니반말해도
444,저런 사람들 처벌좀 강하게 합시다😡 연행중 도주라~한숨만 나오네요
445,@udayeoni 1호선엔 확실이 많아 그치
446,끝까지 추적해서 벌 주세요!! 다른거몰라도 담배라니~ 화재라도 나면 끔찍한 사고가 날텐데~ 술때문이란 면제부는 절대 안됩니다.
447,@gurdl3308 익스트림 인천 ...
448,저런 잉여자원분들은 어떻게살까 궁금하네
449,@choijihong
450,@wondukhee
451,@_k_san
452,@geuny_geuny 역시 일호선은 과학이야...
453,@parkchaeyeonn
454,@s_yeon97
455,@eunji9014 어메이징 1호선
456,@hyeonjjjjj
457,이런놈은 잡아야지!
458,얼굴공개가 답이지
459,나이 쳐먹고 뭐하는짓이얏👊👊👊저승사자님 언능데려가시오
460,자식들도 훤히 보이네.
461,인두로 주둥이를
462,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
463,술깨면 부끄러워 어쩔러구....지~~랄이신지??
464,감방에서 무상급식 해드려야지요
465,@jooobreadsun
466,이순재 말투로: 몬난놈...
467,개저씨~
468,@kimkwangseok88 미친..
469,미친🤦‍♀️
470,저런 쓰레기는 만천하에 얼굴공개해야하는데...에레이 퉤
471,기성세대들 반성하시오 지하철 꼴깝떠는 사람 대부분 5060노년층이다. 세상 오래살아봐서 이 시대 왕인양 xx떤다.
472,짐승인가
473,지구 밖으로 던져버리고 싶네... 18
474,인간말종이 넘쳐나는 새상
475,좋은 기사가 계속해서 나와 더 많이 바이럴되고 공론화되었으면 좋겠습니다. 저번 시각장애인 안내견에 이어 좋은 기사 감사드립니다. 계속해서 사람들의 인식이 변화할 수 있게 안내견들의 일상과 노고를 다뤄주세요 👏👏
476,...... 아니.. 몸을 밖에 따로 두고 분리해서 살수 있냐.. 진짜 인식개선이 너무 필요해보인다. 우린 몰랐으니깐 앞으로 알아가야하고 서로 배려해야된다.
477,거부하는 니들보다는 안내견이 더 깨끗할껄?ㅋㅋ골때리는 대한민국이다
478,"언론에 더 많이, 더 자주 노출되면 좋겠네요..."
479,사람도와주겠다고 훈련받고있는 모습이 넘나 기특하네요...😭
480,벌금 몇방 먹고나면 다 해결됩니다..신고 몇번 때려봐요
481,벌금 많이 받고 그걸로 홍보교육을 한다면... 언젠가는 이런 꽉막힌 사람들도 바뀔까요...
482,청각도우미견은 처음이네요. 꼭 서로 배려하는 사회사 되길... 홍보가 더욱더 잘되길
483,도우미견 미안하고 고맙다😢🖤
484,제발 사람답게 살자 후 인식들 좀 개선해라
485,벌금때려주세요!!
486,이런거 캠페인으로 널리널리 알려지면 좋겠습니다.👍
487,"마음이 아픈 이유는, 장애를 가져서가 아니라 우리사회가 차별하는 것이 너무 마음이 아픕니다. 언제면 너그럽고 따듯한 마음으로 다 품어 줄 수 있을지 ... 볼 때마다 마음만 먹먹 합니다."
488,저렇게 써먹히고 늙으면 다른가정으로 가게되고.. 임상실험이다 뭐다.말못하는 동물들..참 가엽다. 인간이뭔대 ㅠㅠ 너희들은 항상 희생하고 배려만해주는거야 ㅠㅠ
489,우리나라는 장애인에 대한 인식이 엄청 부족하다.
490,나도 사람이지만 사람이 벼슬이다 진짜. 뭘 위해 사는 건지 모를 세상이다.
491,도우미견들이 너희들보다 매너좋을걸? 생각도 안해보고 그냥 절대 막무가내로 배척부터하네
492,강아지는 사랑입니다❣️
493,@nastyryn @zonnazarmwa 구르미 ㅠ 진짜 착하고 똑순이지 ㅠ???
494,@me__nami_ 내 광대ㅎㅎ
495,"@_h_b_t 레게노야,,"
496,@v_jv_ 예뻥...❤️
497,@y_na.l 아이고..
498,@alsswlop 애기 너무 착ㅎrㅣ
499,@mulgaezari1 우리나라 갈길이멀다 진짜.. 멋있다 도우미견!
500,@sunghoon0712
501,@tjdehdgml91 흐어ㅠㅠㅠ 안짖어..ㅠㅠㅠ💕
502,@center_finger 진짜...사랑스러워 죽어여 진짜로!!!!!!!!!!!!
503,@yeji.holic 😍👍😂😢🤙🏻
504,@minippo_ 꼭 강아지 본능까지 억제 하면서 훈련견으로 키우는게 아니라 다른 방법들이나 이런게 많이나왔음 좋겠다.. ㅜㅜ 나는 직업도 반려동물 쪽이긴 하지만 식당도 마냥 미워할수 가 없는게 털 알러지 심하게 있는 사람은 강아지를 안만지고 같은공간에만 있는데도 기침하고 콧물 나오던데 그런사람이 손님으로 와서 먹고 있다 식당에 컴플레인 걸수도 있으니까 ㅜ 훈련견 출입을 법으로 정해두긴했지만서두 여러모로 아쉽넹 ㅜ
505,무조건 신고 벌금이 답
506,@jk_yoooon @batt.shin._.nyang 넘모 기특하고 이뽀
507,@qo.gks.qls ㅇ너무 슬퍼ㅛㅓ눈물나
508,고마운만큼 구름이같은 반려동물들에게 미안한 마음도 크네요. 많은 분들이 안내견에 대해 어서 이해 할 수 있길 😍 게시물 좋아요
509,구름이와 친구분 건강히 오래 잘 지내시길 바래요! 그리고 못 배우신 분들을에게 국가에서 교육을 제공하는 방법을 생각해보면 안될까요? 영리하고 훈련된 강아지와 그 친구분들에게 불편함을 더해주지는 말아야지요. #도우미견환영
510,국가차원에서 계속해서알려주세요 모르는 사람들이 더 많은거같아 씁쓸하네요..
511,@haksuu_ 학뜌 이고봐 맘이 찡긋찡긋해😭
512,@yss.aayy 이런 이야기가 많이 기사화 됐으면 좋겠어요🙏🏻 진짜 천사 댕댕이들ㅜㅜㅡ♥️
513,"@jihyniee ㅋㅋㅋㅋ아 골때리누,,"
514,"역시 쓰레기 대한민국 대단하다
지들은 얼마나 깨끗하다고 ㅋㅋㅋㅋㅋ지를들인지
지난번 안내견때도 그렇고 식당들 무슨 위생 겁나 잘 관리하나봐? ㅋㅋㅋㅋㅋㅋ"
515,처음이면 지금부터 하면 되겠네. 처음이거든요 그만하고
516,안타깝다
517,처벌을 엄하게 부탁드립니다
518,기특하여라~😂😂😂
519,제발 우리나라 인식좀 바꿔주세요 ..좋은 기사 감사합니다❤️
520,근데 너무 이쁘구 기특하네요ㅡ구름이💕💕💕
521,🙏 좋은 뉴스 감사합니다
522,Помощники наши!💖🤗🌹
523,👍👍👍👍👍
524,"너무 영리하고.,,고맙네요. . ㅠ"
525,","
526,와..어쩜ㅠㅠ아..❤️
527,벌금 1000만원씩 물려라
528,빠른 인식 전환이 필요하네요..
529,"시각만 안내견이 있는줄알았는데요,청각안내견이 있는지 처음알았네요~많은 시민들에게 알려지면 좋겠네요.👍"
530,"구름아, 미안해"
531,한참 더 발전해야하는 대한민국
532,강아지 ㅠ 천사다 😭
533,@heozu 작은게 똑똑하네
534,이래서 비장애인들 인식개선이 더 중요합니다.
535,좌파 편향 방송 하지마세요. 언론이면 적어도 객관적으로 하세요 지금처럼 자꾸 좌파 편향으로 가지말고
536,@s_sangb0 진짜 기특해서 어쩜 ㅠ
537,@sr__h._ ...대존귀
538,.
539,@no.mi.gourd 애기 넘똑똑하고 이뻐ㅠㅠㅠ
540,@___s2.h___
541,@6_14_s ㅠㅠ 구루미 너무기특한골
542,@pray_pink 호두같오 ❤️
543,@gypeach 완전눈물나세요..😭
544,하루 이틀 일도 아닌데 대체 언제 인식이 바뀔건지. 법도 무시하는데 무슨 수로??
545,손님들이 싫어한다면서 손님들한테 물어보거나 양해구할 생각은 1도 없는 가게 주인들..본인이 그냥 싫은거면서 핑계는 손님핑계..
546,@s.hyeo_p 🤭
547,천사들 ㅠㅠ 응원해요
548,도움이 필요한 사람들과 도움 주는 동물에 대한 의식이 부족한 나라
549,@ssmeun 우리동네다
550,@veritywish
551,@duddnrsla
552,@s8_eun24
553,@ooowhooow
554,@cristalnumber1 @2ee_zee 울애기ㅠㅠ
555,@sm_kangg ㅠㅠㅠㅠ 한번 봐봐 너무 대견하고 마음아픔
556,사지가 멀쩡하면 뭐해..마음이 장애인데
557,@p.jinn
558,@yylynyy
559,법도 강하게 고치고 사람들 인식이 제발 함께 바뀌었으면 좋겠네요
560,@jnjulianna
561,@peelgu1992 이쁜 아이들
562,@hyunstagram512 😭❤️
563,@jjjjjeomi 여보 얘천재다..
564,사람보다 개가 위대하다!!! 그 개를 위대하게 만들게 사람이지만...👍👍👍
565,@b___binny
566,@h__hyun2 ㅠㅜ 감동적인데 식당아주머니 너무 밉다 ㅋㅋ
567,사람보다 낫네요 👍
568,ㅠㅠ @lee__know_
569,@35.ys 강아지가 사람보다 낫다 진짜 이런거볼때마다 화난다
570,@dam__222222
571,좋은 뉴스 감사합니다👍🏻 식당에서 마주치면 환영하며 거부하지않는다고 업주에서 먼저 이야기하겠습니다🙆🏻‍♀️
572,@yangdong._.e 장모치와와도 이렇게 기특해 청각!기억하세오!
573,이뻐죽겄다 우리댕댕이들 ❤️
574,온라인에서 친구가이 플랫폼을 추천했고 사기 회사 인 줄 알았는데 ..하지만 노력하고 여기에서 벌어 들였어요 ..... 그냥 사람들에게도 공유하고 싶어요 @Karen_Jurgen_fx_trading
575,@jungyoungjune
576,ㅜㅠㅠㅠㅠ마음도너무따듯하고이쁜아이들 ㅠㅠ
577,사랑스러운 구름이❤️🐶
578,다들 식당 이용하시다가 저렇게 거절당하는 모습을 보시면 말씀이라도 해주시거나 신고해주시면 좋지않을까싶어요. 당사자뷴들이 직접 신고하시는게 번거로우실수있으니까 주변 분들이 보시고 신고하는게 더 많고 좋을것같아요~!
579,@chae_eone 기특해
580,@ba__wy
581,@se_jin_e_ 신기하다 청각장애인 도우미견도 있어
582,@duswn021125 너무 착하고 기엽
583,@ddoon_2 천사들ㅠㅠㅠ
584,제발 바뀌길 바랍니다...🙏🙏
585,좀 더 많이 알려져서 식당 하는 사람이나 우리들이 더 잘 알아야 할 사항이네요 😢❤️
586,@holaajin @gyeongmin_oo ㅠㅠㅠ으어엉ㅇ 내가 식당을 치리고시퍼ㅠㅠㅠㅠㅠㅠ
587,@flfofif 👏👏👏
588,@ahn_gh 먼저다녀가셨군요☺️
589,@jh_annn
590,@n_y_happy_ 작지만 너무 멋져 👍
591,@kwon_genie_
592,@seohong7
593,속상하다
594,@___seizetheday_
595,@zu.hyun 오우!!!!👍
596,도우미견 막는 식당들 벌금 춘내 때려야 한다.
597,@yoonjae_ko
598,멍멍 나보다 똑똑하네...착한 멍멍..
599,@9i0827
600,벌금때려 ㅋㅋㅋ 300이래매
601,정말 인성은 후진국인 나라
602,ㅠㅠㅠㅠ
603,@winn_starr 이 똑똑이좀봐ㅠㅠㅠㅠ
604,@fromseo0 @realsdoy
605,🗣
606,분류를 왜 기사를 시키냐고!!!! 기사님들이 분류하고 싣는게 배달하기 편하다고 말하겠지😤 시킬거면 돈을 주라고!!! 공짜로 부려먹지 말고 쫌😡😡😡
607,"'로켓배송', '총알배송'은 추가 금액을 받고, 급하지 않은 배송은 '거북이 배송', '달팽이 배송'을 만들어 필요한 날짜까지만 배송되도록 하는 시스템을 구축하면 어떨까? 대한민국, 지금까지 숨가쁘게 달려왔으니.. 이제 숨고르며 천천히 손잡고 갔으면 좋겠다🙏🏻"
608,택배회사 시스템에 문제가 정말 많네요
609,"처음엔 춥고 덥고 궂은 날, 크고 무겁고 조심스러운 물건을 배송하는 것만으로도 참 고된 직업이라고 생각했다.. 그 다음엔 민원 상대하랴, 분실물 배상하랴, 참 억울하겠다 싶었다.. 이제는 속상하다. 21세기 대한민국에서 상품 분류는 당연히 자동일 줄 알았다.. 저걸 직접 다 하셨다니🙊 2인 노동력을 1인에게 부과해온거구나.."
610,너무하네요😡
611,기사가 사업자가????
612,ㅠㅠ~
613,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
614,이 문제를 해결
615,무엇이 그들을 죽음의ㅣ 이르게 했을까? 욕심이다. 택배는 기본적으로 동일지역에 다수의 택배기사가 일할수 있는 시스템이다.. 하지만 기사들은 동일지역 동일택배사에 다른 기사가 들어오는걸 원천봉쇄 하고 물량을 독점하길 원한다.. 한면만 보지마라.. 분류를 하지 않겠다고? 그게 기업의 책임이라고? 공무원의 나라를 기대하냐? 대다수의 일반기업에서 야근수당 없이 야근을 하고 있다.. 그들이 병신인가? 그들은 불행하냐? 어찌 대기업과 공무원만 이나라에 존재하냐? JTBC도 점점 짜증이난다..
616,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
617,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
618,#karabağazerbaycandır #karabağ
619,#fakenews #stop #armenianterrorism #armeniaisterrorist #karabakhisazerbaijan #karabağazerbaycandır #stoparmenianaggression #fakenewsmedia
620,#stop
621,Mesaj olarakta atın
622,#karabakhisazerbaijan
623,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
624,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
625,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
626,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
627,#armenianterrorism #armeniaisterrorist #karabakhisazerbaijan #karabağazerbaycandır #stopterrorism #stoparmenianaggression #stoparmenianterrorism
628,하...😢😢😢
629,😢😢
630,안해밧응
631,아쿠~맴이 와 이렇노
632,그때뿐!! 나아진 건 없다더군요.
633,@suhwan_0201
634,@seo_pro_treasure 상하차해봣나?
635,"택배회사도 잘못이 있지만 ""진상 고객""들도 각성했으면 합니다!역지사지!"
636,"택배 사장이 나와서 사과하면서 4000만 인력을 더 지원하기로 약속은 했지만,"
637,택배를 대기업들이 손대기 시작하면서부터 예정된 헬파티가 시작되었다.
638,#armeniaisterrorist #stopterrorism #stoparmenianagression
639,#armenianterrorism #armeniaisterrorist #karabağazerbaycandır #karabakhisazerbaijan #karabağ #ermenilererahatyok #stopterrorism #stoparmenianaggression #stop
640,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
641,#karabakhisazerbaijan 🇦🇿🇦🇿🇹🇷🇹🇷
642,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
643,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
644,#armenianterrorism #armeniaisterrorist #karabakhisazerbaijan #karabağazerbaycandır #ermenilererahatyok #stopterrorism #stoparmenianagression
645,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
646,"In your report, you said that Armenians were seeking help in Korean and that thanks to BTS, Korea became widespread among the armies. I know it was okay, the inscriptions on the banners attracted attention. Frankly, this bothered us as a Turk because this is a war. No other country can decide who is right in the war. What bothers us is that BTS is involved in political events. We don't think this is true, and reporting such news using BTS has bothered us. We don't want Koreans to misunderstand us🇹🇷🇹🇷🇹🇷"
647,#stoparmenianagression #stopterrorism #
648,#stopterrorism #stoparmenianagression #armeniaisterrorist #karabq #karabakhisazerbaijan
649,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다. Bu metni onlara yayın lütfe"
650,"본 언론사의 기사에서 아르메니아인들이 한국으로 부터 도움을 구하고 있으며, 방탄소년단 덕분에 한국이 아미(방탄 팬)를 통해 널리 퍼졌다고 볼 수 있어요. 그 부분은 아무 문제가 없다는 걸 압니다, 하지만 인스타 게시물에 올라온 글이 저희의 이목을 집중 시켰습니다. 사실, 이것은 전쟁이고, 투르크인은 우리를 괴롭혔습니다. 그 전쟁에서 누가 옳은지에 대해서 다른 나라는 이렇다 저렇다 할 수 없어요. 우리(아미 외 )를 괴롭게 하는 것은 방탄소년단이 정치행사에 관여하고 있다는 것입니다. 저희는 이것이 사실이 아니라고 생각하는데, 방탄소년단을 이용해서 그런 소식을 전해오는 것이 우리를 괴롭게했습니다. 우리는 한국인들이 우리를 오해하지 않기를 소망합니다."
